DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200304306,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1230,3,Southwest,356,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 0216 0416 0445 1251 1822 2048,18,M,H,946,MTA - EXPO LINE - EXPO/WESTERN,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1500    EXPOSITION                   BL,,34.0219,-118.3045
200304308,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1730,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0444 0216,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4000    URSULA                       AV,,34.0149,-118.3524
200304310,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1445,3,Southwest,308,1,761,BRANDISH WEAPON,0334 0319 0443 1309 0432 1822,39,M,H,301,GAS STATION,312.0,PIPE/METAL PIPE,IC,Invest Cont,761,,,,23RD                         ST,HOOVER                       ST,34.0352,-118.284
200304311,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1300,3,Southwest,337,2,625,OTHER ASSAULT,1202 0356 0361 0603,60,F,B,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,3000    RAYMOND                      AV,,34.0273,-118.2981
200304312,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1300,3,Southwest,337,2,625,OTHER ASSAULT,0416 0446 0361 0603 2021,58,F,B,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,3000    RAYMOND                      AV,,34.0273,-118.2981
200304313,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2200,3,Southwest,321,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 0305 0419 1817 0913,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,LA CIENEGA                   BL,OBAMA                        BL,34.0238,-118.3669
200304315,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,805,3,Southwest,375,2,624,BATTERY - SIMPLE ASSAULT,1278 0416 1822 1310 1202,60,F,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,48TH                         ST,4TH                          AV,34.0146,-118.313
200304316,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1230,3,Southwest,356,2,624,BATTERY - SIMPLE ASSAULT,2048 0416 0356 1822 0910 0446,19,F,H,946,MTA - EXPO LINE - EXPO/WESTERN,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500    EXPOSITION                   BL,,34.0219,-118.3045
200508431,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2200,5,Harbor,515,2,946,OTHER MISCELLANEOUS CRIME,0913 1243 1813,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,1600    WILMINGTON                   BL,,33.7951,-118.2752
200305613,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2200,3,Southwest,318,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,25TH                         ST,MAGNOLIA                     AV,34.0336,-118.2865
200509077,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,230,5,Harbor,585,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1606,51,M,W,101,STREET,,,IC,Invest Cont,331,,,,1100 W  20TH                         ST,,33.7261,-118.3012
200304319,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1745,3,Southwest,391,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000 1813,38,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,3900    DON FELIPE                   DR,,34.0076,-118.3431
200714788,10/10/2020 12:00:00 AM,09/30/2020 12:00:00 AM,1800,7,Wilshire,763,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1608 0358,73,F,B,101,STREET,,,IC,Invest Cont,331,,,,5600    AIRDROME                     ST,,34.0445,-118.3623
200304370,01/07/2020 12:00:00 AM,01/04/2020 12:00:00 AM,400,3,Southwest,335,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,JEFFERSON,5TH,34.0256,-118.3224
200304323,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2200,3,Southwest,325,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1251,26,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2600    ELLENDALE                    PL,,34.0307,-118.2923
200304324,01/06/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1330,3,Southwest,359,1,330,BURGLARY FROM VEHICLE,0352 0344 1300 1601,36,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,3500 S  FLOWER                       ST,,34.0199,-118.2797
200304325,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1845,3,Southwest,396,2,624,BATTERY - SIMPLE ASSAULT,1278 0416 0446 0216 1822 1310,50,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VERNON                       AV,MENLO,34.0037,-118.29
200304326,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2310,3,Southwest,399,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930,,,,4200 S  FIGUEROA                     ST,,34.0072,-118.2827
200304327,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2200,3,Southwest,338,1,520,VEHICLE - ATTEMPT STOLEN,1612 0329 1251 1300,21,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,520,,,,1100 W  30TH                         ST,,34.0274,-118.2867
200304328,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,3,Southwest,334,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0385 0344 1300,34,M,H,101,STREET,,,IC,Invest Cont,420,,,,2600 S  BRONSON                      AV,,34.0326,-118.3338
200304329,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1,3,Southwest,374,2,354,THEFT OF IDENTITY,0100 1202 0925 0929,71,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800    HEPBURN                      AV,,34.0174,-118.3251
200304337,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,800,3,Southwest,321,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,19,F,H,101,STREET,,,IC,Invest Cont,420,,,,3400 S  LA BREA                      AV,,34.0238,-118.3669
200304341,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1430,3,Southwest,374,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0216 0346 1822 1251,21,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,2200 W  MARTIN LUTHER KING           BL,,34.0148,-118.3222
200814146,09/16/2020 12:00:00 AM,09/12/2020 12:00:00 AM,2015,8,West LA,834,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0344 0346,71,F,W,101,STREET,,,IC,Invest Cont,331,,,,OHIO                         AV,MANNING                      AV,34.0563,-118.4348
200304344,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1300,3,Southwest,319,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 W  23RD                         ST,,34.0311,-118.2749
200304345,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1345,3,Southwest,374,2,662,"BUNCO, GRAND THEFT",0940 0337 1822 1916 0603,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,3800    DUBLIN                       AV,,34.0173,-118.3224
200304346,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1815,3,Southwest,356,2,666,"BUNCO, ATTEMPT",0701 0421,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666,,,,1500 W  37TH                         ST,,34.021,-118.3029
200304348,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2300,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0446 2000 1813 1821 0416,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,5000    COLISEUM                     ST,,34.0183,-118.3536
200304349,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,30,3,Southwest,399,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100,26,M,H,110,FREEWAY,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,PASADENA                     FY,MARTIN LUTHER KING JR        BL,34.0075,-118.2819
200304350,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,3,Southwest,334,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    MONTCLAIR                    ST,,34.0303,-118.3299
200304353,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,224,3,Southwest,341,1,320,"BURGLARY, ATTEMPTED",2004 1601 1202 1822,61,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,320,,,,5700    BOWCROFT                     ST,,34.0203,-118.3692
200304354,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,20,3,Southwest,392,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609 0913,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,4700    9TH                          AV,,34.0009,-118.3269
200304364,01/07/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1600,3,Southwest,375,2,354,THEFT OF IDENTITY,0100 0930 1822,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 W  39TH                         ST,,34.0147,-118.3111
200304365,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1800,3,Southwest,331,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FERNDALE                     ST,LONGWOOD                     AV,34.0306,-118.3519
200304366,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1300,3,Southwest,396,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913 2021 1309,70,F,B,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930,,,,900 W  41ST                         DR,,34.0083,-118.29
202009677,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,900,20,Olympic,2042,1,520,VEHICLE - ATTEMPT STOLEN,1822 1607 0358,36,M,H,101,STREET,,,IC,Invest Cont,520,,,,900 S  WILTON                       PL,,34.0559,-118.3142
201514425,08/26/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1730,15,N Hollywood,1591,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,20,F,O,104,DRIVEWAY,,,IC,Invest Cont,331,,,,3700    AVENIDA DEL SOL,,34.1375,-118.4086
200304368,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1130,3,Southwest,377,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814 2000,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1200 W  39TH                         PL,,34.0141,-118.2974
200304369,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1602,3,Southwest,392,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,4600    11TH                         AV,,34.0018,-118.3294
200913371,08/10/2020 12:00:00 AM,03/20/2020 12:00:00 AM,600,9,Van Nuys,911,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,M,X,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,,,,15300    SHERMAN                      WY,,34.2011,-118.4669
200304375,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1100,3,Southwest,356,1,330,BURGLARY FROM VEHICLE,1307 1609 0321 0329 1202,71,F,B,101,STREET,,,IC,Invest Cont,330,,,,1500 W  37TH                         ST,,34.021,-118.3029
200304376,01/07/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1530,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,1818 0400 1202,62,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4100    MARLTON                      AV,,34.0105,-118.3398
200304378,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,230,3,Southwest,356,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0419 0432,41,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1300    EXPOSITION                   BL,,34.0219,-118.3045
200709519,05/21/2020 12:00:00 AM,05/14/2020 12:00:00 AM,200,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,45,M,K,101,STREET,,,IC,Invest Cont,331,,,,S  LA BREA,S  SYCAMORE,34.0562,-118.3449
200304382,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1400,3,Southwest,379,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1000    LEIGHTON                     AV,,34.0132,-118.2915
200304383,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1050,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,4000    CRENSHAW                     BL,,34.0124,-118.3351
200311599,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,630,3,Southwest,398,2,624,BATTERY - SIMPLE ASSAULT,1817 0417 0416 1202,60,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 W  42ND                         ST,,34.0071,-118.2842
200304386,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1430,3,Southwest,317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 W  25TH                         ST,,34.0337,-118.2915
200812232,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1100,8,West LA,815,2,354,THEFT OF IDENTITY,0930,45,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300    DALKEITH                     AV,,34.0691,-118.4619
200304511,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2000,3,Southwest,312,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0216,19,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,5100 W  JEFFERSON                    BL,,34.0255,-118.3548
200304388,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1850,3,Southwest,336,2,624,BATTERY - SIMPLE ASSAULT,1275 1218 0400 0913,34,F,B,506,ABANDONED BUILDING ABANDONED HOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000 W  JEFFERSON                    BL,,34.0282,-118.3133
200304389,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1230,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,19,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,4000    CRENSHAW                     BL,,34.0124,-118.3351
200304391,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1350,3,Southwest,395,2,624,BATTERY - SIMPLE ASSAULT,0400 0104 0325 0329 1309 1822,40,M,H,408,AUTO SUPPLY STORE*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4000 S  WESTERN                      AV,,34.0109,-118.3089
200304392,01/07/2020 12:00:00 AM,01/03/2020 12:00:00 AM,629,3,Southwest,393,1,310,BURGLARY,1202 0344 1601,73,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3200 W  VERNON                       AV,,34.0074,-118.329
200304393,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1200,3,Southwest,391,1,310,BURGLARY,0344 1606,52,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4200    SANTO TOMAS                  DR,,34.0103,-118.3456
200304394,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1730,3,Southwest,356,1,330,BURGLARY FROM VEHICLE,0329 1609 1307 0321 1601,37,F,H,101,STREET,,,IC,Invest Cont,330,,,,1400 W  37TH                         PL,,34.02,-118.3002
200304395,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2045,3,Southwest,355,1,330,BURGLARY FROM VEHICLE,0329 1609 1307 0321 1601,42,F,H,101,STREET,,,IC,Invest Cont,330,,,,1900 W  35TH                         PL,,34.0237,-118.3138
201910821,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,20,19,Mission,1964,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,29,M,W,707,GARAGE/CARPORT,,,AA,Adult Arrest,331,,,,9300    VAN NUYS                     BL,,34.2389,-118.4536
200213976,08/19/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1305,2,Rampart,216,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 0321,36,M,H,101,STREET,,,IC,Invest Cont,331,,,,CORONADO,SUNSET,34.0789,-118.2683
200304398,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2045,3,Southwest,332,1,210,ROBBERY,0344 0216 0302 0316 0334 0337 0342 0359 0443 1309,21,M,H,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,W  28TH                         ST,WEST                         BL,34.0311,-118.3417
200304400,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1115,3,Southwest,393,2,886,DISTURBING THE PEACE,1501 0443 0361 0603,45,M,B,710,OTHER PREMISE,515.0,PHYSICAL PRESENCE,AO,Adult Other,886,,,,4200    DEGNAN                       BL,,34.0085,-118.3314
200304401,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2030,3,Southwest,333,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,25,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,2900    SOMERSET                     DR,,34.0295,-118.3374
200304403,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1815,3,Southwest,363,2,624,BATTERY - SIMPLE ASSAULT,0319 0359 0369 0444 1822 1309 0605,52,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3700    SANTA ROSALIA                DR,,34.0072,-118.3373
200208133,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1515,2,Rampart,251,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,902,,,,CORONADO                     ST,6TH                          ST,34.062,-118.2804
201518638,12/14/2020 12:00:00 AM,12/01/2020 12:00:00 AM,1600,15,N Hollywood,1529,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,29,M,O,101,STREET,,,IC,Invest Cont,331,,,,CAHUENGA,ERWIN                        ST,34.1831,-118.3616
200304409,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1020,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004 1402,0,M,O,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,442,998.0,,,4100    CRENSHAW                     BL,,34.0126,-118.3403
200304414,01/07/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2300,3,Southwest,397,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0408 1310,19,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4200    WALTON                       AV,,34.0073,-118.2948
200304415,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1700,3,Southwest,312,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0416 0446,19,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,2800 S  MANSFIELD                    AV,,34.0291,-118.3535
200304485,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1000,3,Southwest,361,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4000    STEVELY                      AV,,34.015,-118.3536
200304416,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,130,3,Southwest,376,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1251 0444 1821 1241,25,F,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1300    ROLLAND CURTIS               PL,,34.0165,-118.3002
200304417,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2300,3,Southwest,314,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1821 0416 0446,42,F,H,602,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3500 W  ADAMS                        BL,,34.0326,-118.3224
200304418,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1320,3,Southwest,334,2,624,BATTERY - SIMPLE ASSAULT,0913 0444,49,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3600    CRENSHAW                     BL,,34.0241,-118.3351
200405764,02/14/2020 12:00:00 AM,01/15/2020 12:00:00 AM,200,4,Hollenbeck,437,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,2200 N  INDIANA                      AV,,34.069,-118.1927
200304432,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1024,3,Southwest,338,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0432 0216 2004 2021 1822,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930,,,,1200 W  30TH                         ST,,34.0274,-118.2891
200304437,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1245,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 2021,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,4000    CRENSHAW                     BL,,34.0124,-118.3351
200304439,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1300,3,Southwest,398,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,59,F,H,505,MOTEL,,,IC,Invest Cont,901,,,,4100 S  FIGUEROA                     ST,,34.0074,-118.285
200210770,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1300,2,Rampart,248,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300    COLUMBIA                     AV,,34.0594,-118.2644
200304443,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1900,3,Southwest,362,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2002 0426 0444 1814,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4500    SANTA ROSALIA                DR,,34.0151,-118.3472
200304444,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1100,3,Southwest,305,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446,26,M,O,251,RECYCLING CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4900 W  ADAMS                        BL,,34.0336,-118.3441
200304445,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1335,3,Southwest,309,1,210,ROBBERY,2000 0354 0400 1813 1821 1300,22,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,700 W  WASHINGTON                   BL,,34.0372,-118.276
200304446,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,400,3,Southwest,312,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0411 0603 0445,31,M,H,501,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,2700 S  SYCAMORE                     AV,,34.0313,-118.3547
201013431,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,500,10,West Valley,1067,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 1420,36,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,5400    WHITE OAK                    AV,,34.1693,-118.5184
200304458,01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1040,3,Southwest,308,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822 0202,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,2100    OAK                          ST,,34.0347,-118.2792
200304460,01/08/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1500,3,Southwest,328,1,480,BIKE - STOLEN,0344 1251,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,800 W  ADAMS                        BL,,34.03,-118.2801
